pizza_id,order_id,pizza_name_id,quantity,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,new_order_date,day_name,month,month_name
323,137,pepperoni_s,1,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 11:34:10,Saturday,1,January
324,137,spicy_ital_m,1,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-01-03 11:34:10,Saturday,1,January
325,138,cali_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 11:44:50,Saturday,1,January
326,138,four_cheese_l,1,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 11:44:50,Saturday,1,January
327,138,ital_veggie_l,1,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,2015-01-03 11:44:50,Saturday,1,January
328,138,sicilian_m,1,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 11:44:50,Saturday,1,January
329,139,five_cheese_l,1,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-01-03 11:57:39,Saturday,1,January
330,140,prsc_argla_s,1,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 12:26:44,Saturday,1,January
331,140,veggie_veg_m,1,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 12:26:44,Saturday,1,January
332,141,classic_dlx_m,1,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-01-03 13:16:01,Saturday,1,January
333,142,green_garden_m,1,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,2015-01-03 13:33:59,Saturday,1,January
334,143,cali_ckn_s,1,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 13:41:36,Saturday,1,January
335,143,classic_dlx_s,1,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-01-03 13:41:36,Saturday,1,January
336,143,hawaiian_l,1,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 13:41:36,Saturday,1,January
337,143,mexicana_m,1,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-01-03 13:41:36,Saturday,1,January
338,143,pepperoni_l,1,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 13:41:36,Saturday,1,January
339,143,prsc_argla_s,1,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 13:41:36,Saturday,1,January
340,143,thai_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 13:41:36,Saturday,1,January
341,143,veggie_veg_m,1,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 13:41:36,Saturday,1,January
343,144,big_meat_s,1,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-01-03 13:44:28,Saturday,1,January
344,144,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 13:44:28,Saturday,1,January
345,144,ckn_pesto_m,1,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-01-03 13:44:28,Saturday,1,January
346,144,five_cheese_l,1,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-01-03 13:44:28,Saturday,1,January
347,144,four_cheese_l,1,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 13:44:28,Saturday,1,January
348,144,pep_msh_pep_s,1,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-03 13:44:28,Saturday,1,January
349,144,southw_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-01-03 13:44:28,Saturday,1,January
350,144,southw_ckn_s,1,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-01-03 13:44:28,Saturday,1,January
351,144,spicy_ital_l,1,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-01-03 13:44:28,Saturday,1,January
352,144,thai_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 13:44:28,Saturday,1,January
353,144,veggie_veg_l,1,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 13:44:28,Saturday,1,January
354,145,the_greek_s,1,12.0,12.0,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-01-03 13:53:48,Saturday,1,January
355,146,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 14:22:10,Saturday,1,January
356,146,four_cheese_m,1,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 14:22:10,Saturday,1,January
357,146,hawaiian_m,1,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 14:22:10,Saturday,1,January
358,147,the_greek_xl,1,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-01-03 14:32:51,Saturday,1,January
359,148,mediterraneo_s,1,12.0,12.0,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-01-03 14:40:42,Saturday,1,January
360,149,spinach_fet_m,1,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-01-03 14:48:45,Saturday,1,January
361,150,pepperoni_m,1,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 14:49:58,Saturday,1,January
362,151,southw_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-01-03 15:09:34,Saturday,1,January
363,151,spinach_supr_s,1,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015-01-03 15:09:34,Saturday,1,January
364,152,hawaiian_s,1,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 15:09:42,Saturday,1,January
365,152,spinach_fet_l,1,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015-01-03 15:09:42,Saturday,1,January
366,152,thai_ckn_s,1,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 15:09:42,Saturday,1,January
367,152,the_greek_m,1,16.0,16.0,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-01-03 15:09:42,Saturday,1,January
368,153,mexicana_m,1,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-01-03 15:16:34,Saturday,1,January
369,154,prsc_argla_s,1,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 15:22:43,Saturday,1,January
370,155,ckn_pesto_s,1,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,2015-01-03 15:28:59,Saturday,1,January
371,155,napolitana_l,1,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 15:28:59,Saturday,1,January
372,155,pepperoni_l,1,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 15:28:59,Saturday,1,January
373,155,peppr_salami_l,1,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-01-03 15:28:59,Saturday,1,January
374,156,napolitana_m,1,16.0,16.0,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 15:42:19,Saturday,1,January
375,156,thai_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 15:42:19,Saturday,1,January
376,157,ital_supr_l,1,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015-01-03 15:43:03,Saturday,1,January
377,157,mediterraneo_m,1,16.0,16.0,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015-01-03 15:43:03,Saturday,1,January
378,157,sicilian_m,1,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 15:43:03,Saturday,1,January
379,157,spin_pesto_m,1,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 15:43:03,Saturday,1,January
380,158,ital_veggie_m,1,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,2015-01-03 15:54:30,Saturday,1,January
381,158,thai_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 15:54:30,Saturday,1,January
382,159,four_cheese_l,1,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 15:59:22,Saturday,1,January
383,159,thai_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 15:59:22,Saturday,1,January
384,160,classic_dlx_m,1,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-01-03 16:35:33,Saturday,1,January
385,161,hawaiian_s,1,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 16:43:46,Saturday,1,January
386,161,spicy_ital_m,1,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015-01-03 16:43:46,Saturday,1,January
387,161,the_greek_xl,1,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-01-03 16:43:46,Saturday,1,January
388,162,big_meat_s,1,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-01-03 16:51:22,Saturday,1,January
389,163,hawaiian_m,1,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 16:54:54,Saturday,1,January
390,163,pepperoni_l,1,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 16:54:54,Saturday,1,January
391,163,the_greek_m,1,16.0,16.0,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015-01-03 16:54:54,Saturday,1,January
392,164,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 16:56:33,Saturday,1,January
393,164,pepperoni_m,1,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 16:56:33,Saturday,1,January
394,165,prsc_argla_m,1,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 16:57:37,Saturday,1,January
395,166,prsc_argla_s,1,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 16:58:51,Saturday,1,January
396,167,bbq_ckn_l,1,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-01-03 17:00:49,Saturday,1,January
397,167,ital_supr_m,1,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015-01-03 17:00:49,Saturday,1,January
398,167,pepperoni_m,1,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 17:00:49,Saturday,1,January
399,168,big_meat_s,1,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-01-03 17:02:27,Saturday,1,January
400,168,veggie_veg_m,1,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 17:02:27,Saturday,1,January
401,169,four_cheese_l,1,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 17:15:48,Saturday,1,January
402,169,ital_cpcllo_s,1,12.0,12.0,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-01-03 17:15:48,Saturday,1,January
403,169,sicilian_m,1,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 17:15:48,Saturday,1,January
404,170,hawaiian_l,1,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 17:21:31,Saturday,1,January
405,171,napolitana_m,1,16.0,16.0,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 17:23:03,Saturday,1,January
406,172,napolitana_s,1,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 17:29:24,Saturday,1,January
407,172,spinach_supr_m,1,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015-01-03 17:29:24,Saturday,1,January
408,172,thai_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 17:29:24,Saturday,1,January
409,173,cali_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 17:35:30,Saturday,1,January
410,173,classic_dlx_m,1,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-01-03 17:35:30,Saturday,1,January
411,173,veggie_veg_l,1,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 17:35:30,Saturday,1,January
412,174,big_meat_s,1,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-01-03 17:37:49,Saturday,1,January
413,174,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 17:37:49,Saturday,1,January
414,174,cali_ckn_m,1,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 17:37:49,Saturday,1,January
415,174,ital_cpcllo_m,1,16.0,16.0,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,2015-01-03 17:37:49,Saturday,1,January
416,175,ital_supr_l,1,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015-01-03 17:50:51,Saturday,1,January
417,176,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 17:51:57,Saturday,1,January
418,176,peppr_salami_m,1,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-01-03 17:51:57,Saturday,1,January
419,177,napolitana_s,1,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 17:54:36,Saturday,1,January
420,177,thai_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 17:54:36,Saturday,1,January
421,178,peppr_salami_l,1,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-01-03 18:15:03,Saturday,1,January
422,179,hawaiian_l,1,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 18:20:14,Saturday,1,January
423,179,sicilian_m,1,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 18:20:14,Saturday,1,January
424,179,veggie_veg_s,1,12.0,12.0,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015-01-03 18:20:14,Saturday,1,January
425,180,classic_dlx_l,1,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015-01-03 18:33:34,Saturday,1,January
426,180,prsc_argla_l,1,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 18:33:34,Saturday,1,January
427,181,mexicana_l,1,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-01-03 18:49:32,Saturday,1,January
428,182,brie_carre_s,1,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,2015-01-03 18:50:10,Saturday,1,January
429,182,peppr_salami_l,1,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-01-03 18:50:10,Saturday,1,January
430,183,napolitana_m,1,16.0,16.0,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015-01-03 18:54:55,Saturday,1,January
431,183,spin_pesto_l,1,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 18:54:55,Saturday,1,January
432,183,spin_pesto_s,1,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 18:54:55,Saturday,1,January
433,184,hawaiian_l,1,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015-01-03 18:59:05,Saturday,1,January
434,185,sicilian_m,1,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 19:08:33,Saturday,1,January
435,185,spin_pesto_s,1,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 19:08:33,Saturday,1,January
436,186,mexicana_l,1,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015-01-03 19:36:00,Saturday,1,January
437,186,southw_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-01-03 19:36:00,Saturday,1,January
438,186,spin_pesto_l,1,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 19:36:00,Saturday,1,January
439,186,thai_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 19:36:00,Saturday,1,January
440,187,five_cheese_l,1,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-01-03 19:37:12,Saturday,1,January
441,187,spin_pesto_l,1,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015-01-03 19:37:12,Saturday,1,January
442,188,five_cheese_l,1,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015-01-03 20:08:39,Saturday,1,January
443,188,pepperoni_s,1,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015-01-03 20:08:39,Saturday,1,January
444,188,peppr_salami_l,1,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015-01-03 20:08:39,Saturday,1,January
446,189,thai_ckn_s,1,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015-01-03 20:12:14,Saturday,1,January
447,190,bbq_ckn_l,1,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015-01-03 20:14:23,Saturday,1,January
448,190,four_cheese_m,1,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015-01-03 20:14:23,Saturday,1,January
449,190,pep_msh_pep_s,1,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-03 20:14:23,Saturday,1,January
450,190,prsc_argla_l,1,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015-01-03 20:14:23,Saturday,1,January
451,191,cali_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015-01-03 20:24:50,Saturday,1,January
452,191,ckn_alfredo_m,1,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015-01-03 20:24:50,Saturday,1,January
453,192,sicilian_s,1,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015-01-03 20:30:08,Saturday,1,January
454,192,southw_ckn_l,1,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015-01-03 20:30:08,Saturday,1,January
455,193,big_meat_s,1,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015-01-03 20:55:47,Saturday,1,January
